SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #1429,Dallas,TX,75219,350000,2,2.0,Turtle Creek Condo,1267,154028,1998,79,276,760,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-1429/home/30746087,NTREIS,14442829,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #1405,Dallas,TX,75219,189000,1,1.0,Renaissance On Turtle Creek Condo,712,154028,1998,10,265,427,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-1405/home/30731863,NTREIS,14491822,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #642,Dallas,TX,75219,299500,2,2.0,Renaissance On Turtle Creek Condo,1154,154028,1998,149,260,667,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-642/home/30746335,NTREIS,14413018,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #1243,Dallas,TX,75219,339000,2,2.0,Renaissance On Turtle Creek Condo,1154,154028,1998,162,294,676,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-1243/home/30746507,NTREIS,14399551,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #306,Dallas,TX,75219,269000,2,2.0,Renaissance on Turtle Creek Condo,1152,,1998,205,234,691,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-306/home/30731929,NTREIS,14365506,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #207,Dallas,TX,75219,295000,2,2.0,Renaissance On Turtle Creek Condo,1162,,1998,113,254,697,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-207/home/30731922,NTREIS,14437272,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #347,Dallas,TX,75219,379000,2,2.0,Renaissance On Turtle Creek Condo,1745,154028,1998,157,217,1082,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-347/home/30745738,NTREIS,14405227,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #608,Dallas,TX,75219,315000,2,2.0,Renaissance On Turtle Creek Condo,1163,154028,1998,49,271,672,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-608/home/30746307,NTREIS,14475039,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #240,Dallas,TX,75219,159900,0,1.0,Renaissance On Turtle Creek Condo,538,154028,1998,138,297,335,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-240/home/30745768,NTREIS,14419973,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #1447,Dallas,TX,75219,490000,2,2.0,Renaissance On Turtle Creek Condo,1745,154028,1998,81,281,1047,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-1447/home/30746071,NTREIS,14457201,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #622,Dallas,TX,75219,259990,1,1.0,Renaissance On Turtle Creek Condo,913,154028,1998,82,285,548,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-622/home/30746317,NTREIS,14455824,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #704,Dallas,TX,75219,359900,2,2.0,Renaissance on Turtle Creek,1126,154202,1998,23,320,677,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-704/home/30729258,NTREIS,14488006,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #916,Dallas,TX,75219,250000,1,1.0,Renaissance On Turtle Creek Condo,829,154028,1998,15,302,489,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-916/home/30746409,NTREIS,14488144,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #1656,Dallas,TX,75219,315000,2,2.0,Renaissance On Turtle Creek Condo,1154,154028,1998,75,273,692,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-1656/home/30746145,NTREIS,14456993,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #536,Dallas,TX,75219,247000,1,1.0,Renaissance On Turtle Creek Condo,832,153593,1998,127,297,499,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-536/home/30746299,NTREIS,14408520,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #731,Dallas,TX,75219,239000,1,1.0,Renaissance On Turtle Creek Condo,846,154028,1998,25,283,489,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-731/home/30746352,NTREIS,14486481,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #1411,Dallas,TX,75219,355000,2,2.0,Renaissance-Turtle Crk Condo,1254,154028,1998,52,283,752,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-1411/home/30746532,NTREIS,14473542,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #1619,Dallas,TX,75219,264900,1,1.5,Renaissance On Turtle Creek Condo,917,154028,1998,16,289,550,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-1619/home/30746114,NTREIS,14488992,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #1509,Dallas,TX,75219,319500,2,2.0,Renaissance On Turtle Creek Condo,1242,154028,1998,94,257,745,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-1509/home/30746076,NTREIS,14448958,N,Y,32.8066148,-96.8038366
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #324,Dallas,TX,75219,299000,2,2.0,Renaissance on Turtle Creek Condo,1160,154028,1998,51,258,696,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-324/home/30745752,NTREIS,14473884,N,Y,32.8066148,-96.8038366
MLS Listing,,Vacant Land,262 W Main St,Dallas,TX,75208,119000,0,,,,4225,,114,,,Active,,,http://www.redfin.com/TX/Dallas/262-W-Main-St-75208/home/173194663,NTREIS,14435990,N,Y,32.775304,-96.827693
MLS Listing,,Single Family Residential,309 Alcalde St,Dallas,TX,75246,299999,3,1.0,Queen City,1642,7318,1904,173,183,,Active,,,http://www.redfin.com/TX/Dallas/309-Alcalde-St-75226/home/30794145,NTREIS,14391143,N,Y,32.7923607,-96.7703746
MLS Listing,,Vacant Land,315 Bonnie View Rd,Dallas,TX,75203,29990,0,,Bonnie View Heights,,4617,,214,,,Active,,,http://www.redfin.com/TX/Dallas/315-Bonnie-View-Rd-75203/home/30889524,NTREIS,14361888,N,Y,32.745769,-96.795822
MLS Listing,,Condo/Co-op,3605 Brown St #109,Dallas,TX,75219,299999,2,1.5,Brown Street Condo 3605,1029,12981,1985,43,292,242,Active,,,http://www.redfin.com/TX/Dallas/3605-Brown-St-75219/unit-109/home/31163870,NTREIS,14476134,N,Y,32.8044678,-96.8105241
MLS Listing,,Condo/Co-op,2828 Hood St #801,Dallas,TX,75219,689000,2,2.5,PLAZA AT TURTLE CREEK RES PH 2,1932,136473,2000,162,357,1613,Active,,,http://www.redfin.com/TX/Dallas/2828-Hood-St-75219/unit-801/home/32259996,NTREIS,14399840,N,Y,32.8055056,-96.8089307
MLS Listing,,Condo/Co-op,2828 Hood St #1008,Dallas,TX,75219,450000,1,1.5,Plaza Turtle Crk Residences Ph,1546,136473,2000,134,291,1316,Active,,,http://www.redfin.com/TX/Dallas/2828-Hood-St-75219/unit-1008/home/32259979,NTREIS,14422923,N,Y,32.8055056,-96.8089307
MLS Listing,,Condo/Co-op,2828 Hood St #806,Dallas,TX,75219,750000,2,3.5,Plaza At Turtle Creek Residence Ph 2,2061,136473,2000,7,364,1721,Active,,,http://www.redfin.com/TX/Dallas/2828-Hood-St-75219/unit-806/home/32253545,NTREIS,14493027,N,Y,32.8055056,-96.8089307
MLS Listing,,Condo/Co-op,2828 Hood St #1802,Dallas,TX,75219,555000,1,1.5,Plaza At Turtle Creek Residence Ph,1716,136473,2000,187,323,1433,Active,,,http://www.redfin.com/TX/Dallas/2828-Hood-St-75219/unit-1802/home/32260041,NTREIS,14381329,N,Y,32.8055056,-96.8089307
MLS Listing,,Condo/Co-op,2828 Hood St #804,Dallas,TX,75219,689000,2,2.5,Plaza at Turtle Creek Residence,1932,,2000,54,357,1536,Active,,,http://www.redfin.com/TX/Dallas/2828-Hood-St-75219/unit-804/home/32259992,NTREIS,14472372,N,Y,32.8055056,-96.8089307
MLS Listing,,Condo/Co-op,2828 Hood St #1007,Dallas,TX,75219,795000,2,2.5,Plaza At Turtle Creek Residence Ph,2445,136473,2000,51,325,2041,Active,,,http://www.redfin.com/TX/Dallas/2828-Hood-St-75219/unit-1007/home/32259978,NTREIS,14472428,N,Y,32.8055056,-96.8089307
MLS Listing,,Single Family Residential,3524 Gillespie,Dallas,TX,75219,1790000,3,3.5,Regents Park,5633,3049,2003,183,318,665,Active,,,http://www.redfin.com/TX/Dallas/3524-Gillespie-St-75219/home/32212175,NTREIS,14384978,N,Y,32.806069,-96.808003
MLS Listing,,Condo/Co-op,3615 Brown St Unit B,Dallas,TX,75219,210000,2,1.0,Courtyards On Brown Condo,827,6490,1950,134,254,200,Active,,,http://www.redfin.com/TX/Dallas/3615-Brown-St-75219/unit-B/home/30764702,NTREIS,14420569,N,Y,32.8047634,-96.8110454
MLS Listing,,Condo/Co-op,3623 Routh St Unit A,Dallas,TX,75219,324500,2,1.5,Routh Twnhms 3623,1264,915,1980,133,257,70,Active,,,http://www.redfin.com/TX/Dallas/3623-Routh-St-75219/unit-A/home/30794588,NTREIS,14415713,N,Y,32.8043122,-96.8120889
MLS Listing,,Condo/Co-op,2811 Hood St Unit O,Dallas,TX,75219,749000,2,2.5,Residences at Turtle Creek,2294,,2016,202,327,636,Active,,,http://www.redfin.com/TX/Dallas/2811-Hood-St-75219/unit-O/home/55373534,NTREIS,14370638,N,Y,32.8057744,-96.8092474
MLS Listing,,Condo/Co-op,2811 Hood St Unit B,Dallas,TX,75219,649000,2,2.5,Residence at Turtle Creek Condo,1970,20430,2011,57,329,553,Active,,,http://www.redfin.com/TX/Dallas/2811-Hood-St-75219/unit-B/home/59420279,NTREIS,14470667,N,Y,32.8057744,-96.8092474
MLS Listing,,Single Family Residential,4322 Capitol Ave,Dallas,TX,75204,460000,2,1.0,Golf Park,1317,6665,1925,131,349,,Active,,,http://www.redfin.com/TX/Dallas/4322-Capitol-Ave-75204/home/30792879,NTREIS,14412861,N,Y,32.8068506,-96.7871932
MLS Listing,,Single Family Residential,4326 Capitol Ave,Dallas,TX,75204,460000,2,1.0,Golf Park,1170,6665,1943,131,393,,Active,,,http://www.redfin.com/TX/Dallas/4326-Capitol-Ave-75204/home/30792876,NTREIS,14415252,N,Y,32.806989,-96.7870677
MLS Listing,,Vacant Land,845 Betterton Cir,Dallas,TX,75203,379000,0,,W L Diamond Ewing Ave,,4487,,338,,,Active,,,http://www.redfin.com/TX/Dallas/845-Betterton-Cir-75203/home/30826505,NTREIS,14276430,N,Y,32.748126,-96.811266
MLS Listing,,Single Family Residential,3502 Edgewood St,Dallas,TX,75215,219900,4,2.0,WARREN REV,1866,6534,2019,29,118,,Active,,,http://www.redfin.com/TX/Dallas/3502-Edgewood-St-75215/home/30799429,NTREIS,14485253,N,Y,32.761426,-96.768816
MLS Listing,,Single Family Residential,223 S Cliff St,Dallas,TX,75203,106000,3,1.0,Oak Cliff Original,2208,8494,1925,206,48,,Active,,,http://www.redfin.com/TX/Dallas/223-S-Cliff-St-75203/home/30826160,NTREIS,14368258,N,Y,32.746339,-96.8073685
MLS Listing,,Multi-Family (2-4 Unit),4402 Capitol Ave,Dallas,TX,75204,669900,3,2.5,Golf PARK,2500,3223,2020,160,268,,Active,,,http://www.redfin.com/TX/Dallas/4402-Capitol-Ave-75204/home/30792882,NTREIS,14387777,N,Y,32.8071343,-96.7868166
MLS Listing,,Vacant Land,3613 Wendelkin St,Dallas,TX,75215,84332,0,,Feltons,,7667,,141,,,Active,,,http://www.redfin.com/TX/Dallas/3613-Wendelkin-St-75215/home/30795917,NTREIS,14418495,N,Y,32.757728,-96.770757
MLS Listing,,Vacant Land,3500 Latimer St,Dallas,TX,75215,40000,0,,Bristols L L,,4792,,5,,,Active,,,http://www.redfin.com/TX/Dallas/3500-Latimer-St-75215/home/30802473,NTREIS,14491226,N,Y,32.762762,-96.767569
MLS Listing,,Multi-Family (5+ Unit),4514 Cabell Dr,Dallas,TX,75204,2175731,10,2.5,Elk Hill,10519,8233,2021,310,207,,Active,,,http://www.redfin.com/TX/Dallas/4514-Cabell-Dr-75204/home/30800163,NTREIS,14297764,N,Y,32.8062649,-96.7833934
MLS Listing,,Condo/Co-op,2314 N Carroll Ave #104,Dallas,TX,75204,430000,3,3.5,Elk Hill,1801,7492,2019,60,239,175,Active,,,http://www.redfin.com/TX/Dallas/2314-N-Carroll-Ave-75204/unit-104/home/167085723,NTREIS,14468391,N,Y,32.8072234,-96.7851505
MLS Listing,,Single Family Residential,2623 Lenway St,Dallas,TX,75215,67900,2,1.0,South Side,904,5053,1930,52,75,,Active,,,http://www.redfin.com/TX/Dallas/2623-Lenway-St-75215/home/30802477,NTREIS,14474019,N,Y,32.7644842,-96.7665007
MLS Listing,,Condo/Co-op,3510 Turtle Creek Blvd Unit 3C,Dallas,TX,75219,825000,2,3.5,Claridge Condos,2482,83984,1984,65,332,1753,Active,,,http://www.redfin.com/TX/Dallas/3510-Turtle-Creek-Blvd-75219/unit-3C/home/31165558,NTREIS,14465561,N,Y,32.8092538,-96.8017407
MLS Listing,,Condo/Co-op,3510 TURTLE CREEK Blvd Unit 16D,Dallas,TX,75219,1250000,2,3.5,Claridge Condos,3171,83984,1984,98,394,2169,Active,,,http://www.redfin.com/TX/Dallas/3510-Turtle-Creek-Blvd-75219/unit-16D/home/31166433,NTREIS,14443495,N,Y,32.8092538,-96.8017407
MLS Listing,,Condo/Co-op,3510 TURTLE CREEK Blvd Unit 6B,Dallas,TX,75219,875000,2,3.5,Claridge Condos,2710,83984,1984,61,323,1527,Active,,,http://www.redfin.com/TX/Dallas/3510-Turtle-Creek-Blvd-75219/unit-6B/home/31166481,NTREIS,14442862,N,Y,32.8092538,-96.8017407
MLS Listing,,Condo/Co-op,3510 Turtle Creek Blvd Unit 4D,Dallas,TX,75219,899000,2,3.5,Claridge Condos,2943,83984,1984,176,305,2169,Active,,,http://www.redfin.com/TX/Dallas/3510-Turtle-Creek-Blvd-75219/unit-4D/home/31165564,NTREIS,14387157,N,Y,32.8092538,-96.8017407
MLS Listing,,Vacant Land,4609 Worth St,Dallas,TX,75246,325000,0,,Peaks Suburban,,6970,,185,,,Active,,,http://www.redfin.com/TX/Dallas/4609-Worth-St-75246/home/101850345,NTREIS,14373837,N,Y,32.796416,-96.770591
MLS Listing,,Vacant Land,3630 Colonial Ave,Dallas,TX,75215,45000,0,,Feltons,,7667,,210,,,Active,,,http://www.redfin.com/TX/Dallas/3630-Colonial-Ave-75215/home/30795962,NTREIS,14365280,N,Y,32.756904,-96.770586
MLS Listing,,Vacant Land,4631 Junius St,Dallas,TX,75246,250000,0,,Junius Prairie Add,,10977,,373,,,Active,,,http://www.redfin.com/TX/Dallas/4631-Junius-St-75246/home/101685561,NTREIS,14252172,N,Y,32.7974042,-96.7713221
MLS Listing,,Vacant Land,2018 California St,Dallas,TX,75204,2335000,0,,BERGFELD PLACE,,6970,,26,,,Active,,,http://www.redfin.com/TX/Dallas/2018-California-Dr-75204/home/30792547,NTREIS,14486215,N,Y,32.8062407,-96.7822559
MLS Listing,,Vacant Land,2020 California Dr,Dallas,TX,75204,2335000,0,,BERGFELD PLACE,,5663,,26,,,Active,,,http://www.redfin.com/TX/Dallas/2020-California-Dr-75204/home/30792548,NTREIS,14486205,N,Y,32.8064139,-96.7822978
MLS Listing,,Vacant Land,1920 Annex Ave,Dallas,TX,75204,199900,0,,Alexander Park,,2701,1950,12,,,Active,,,http://www.redfin.com/TX/Dallas/1920-Annex-Ave-75204/home/174015712,NTREIS,14491334,N,Y,32.8057621,-96.7808791
MLS Listing,,Single Family Residential,3322 Herbert St,Dallas,TX,75212,325000,3,1.0,Heights Macarthur,1222,5401,1940,41,266,,Active,,,http://www.redfin.com/TX/Dallas/3322-Herbert-St-75212/home/30971889,NTREIS,14478443,N,Y,32.78215,-96.8299287
MLS Listing,,Single Family Residential,3314 Herbert St,Dallas,TX,75212,325000,3,1.0,Heights Macarthur,1280,5401,1955,41,254,,Active,,,http://www.redfin.com/TX/Dallas/3314-Herbert-St-75212/home/30971891,NTREIS,14478452,N,Y,32.7818831,-96.8300125
MLS Listing,,Vacant Land,4602 Lafayette St,Dallas,TX,75204,2335000,0,,ELK PARK,,6098,,26,,,Active,,,http://www.redfin.com/TX/Dallas/4602-Lafayette-St-75204/home/30792622,NTREIS,14486180,N,Y,32.8066398,-96.7821369
MLS Listing,,Vacant Land,3636 Wendelkin St,Dallas,TX,75215,49000,0,,Dukes J C,,9932,,135,,,Active,,,http://www.redfin.com/TX/Dallas/3636-Wendelkin-St-75215/home/30795928,NTREIS,14422049,N,Y,32.757522,-96.769511
MLS Listing,,Condo/Co-op,3401 Lee Pkwy #2101,Dallas,TX,75219,1025000,2,3.5,Mayfair Turtle Creek Condos,4777,85508,1998,37,215,3392,Active,,,http://www.redfin.com/TX/Dallas/3401-Lee-Pkwy-75219/unit-2101/home/32219870,NTREIS,14480758,N,Y,32.8092977,-96.8046809
MLS Listing,,Condo/Co-op,3401 Lee Pkwy #509,Dallas,TX,75219,405000,1,1.0,Mayfair Turtle Creek Condos,1129,85508,1998,82,359,826,Active,,,http://www.redfin.com/TX/Dallas/3401-Lee-Pkwy-75219/unit-509/home/32217865,NTREIS,14454759,N,Y,32.8092977,-96.8046809
MLS Listing,,Condo/Co-op,3401 Lee Pkwy #1405,Dallas,TX,75219,995000,2,2.5,Mayfair Turtle Creek Condos,2574,85508,1998,492,387,1828,Active,,,http://www.redfin.com/TX/Dallas/3401-Lee-Pkwy-75219/unit-1405/home/32219844,NTREIS,14178566,N,Y,32.8092977,-96.8046809
MLS Listing,,Condo/Co-op,3401 Lee Pkwy #1206,Dallas,TX,75219,650000,2,2.0,Mayfair Turtle Creek Condos,1730,85508,1998,122,376,1228,Active,,,http://www.redfin.com/TX/Dallas/3401-Lee-Pkwy-75219/unit-1206/home/32217912,NTREIS,14430466,N,Y,32.8092977,-96.8046809
MLS Listing,,Condo/Co-op,3401 Lee Pkwy #1801,Dallas,TX,75219,765000,2,2.5,Mayfair Turtle Creek Condos,2069,85508,1998,337,370,1469,Active,,,http://www.redfin.com/TX/Dallas/3401-Lee-Pkwy-75219/unit-1801/home/32219856,NTREIS,14276857,N,Y,32.8092977,-96.8046809
MLS Listing,,Condo/Co-op,3401 Lee Pkwy #603,Dallas,TX,75219,595000,2,2.0,The Mayfair at Turtle Creek,1730,,2000,7,344,1229,Active,,,http://www.redfin.com/TX/Dallas/3401-Lee-Pkwy-75219/unit-603/home/32217868,NTREIS,14493186,N,Y,32.8092977,-96.8046809
MLS Listing,,Condo/Co-op,3401 Lee Pkwy #507,Dallas,TX,75219,549900,1,1.5,Mayfair Turtle Creek Condos,1304,85508,1998,370,422,925,Active,,,http://www.redfin.com/TX/Dallas/3401-Lee-Pkwy-75219/unit-507/home/32217867,NTREIS,14253213,N,Y,32.8092977,-96.8046809
MLS Listing,,Condo/Co-op,3401 Lee Pkwy #701,Dallas,TX,75219,499000,1,1.5,Mayfair Turtle Creek Condos,1431,85508,1998,159,349,1016,Active,,,http://www.redfin.com/TX/Dallas/3401-Lee-Pkwy-75219/unit-701/home/32217873,NTREIS,14403804,N,Y,32.8092977,-96.8046809
MLS Listing,,Condo/Co-op,3401 Lee Pkwy #101,Dallas,TX,75219,365000,1,1.0,Mayfair at Turtle Creek,970,85508,1998,226,376,688,Active,,,http://www.redfin.com/TX/Dallas/3401-Lee-Pkwy-75219/unit-101/home/32217835,NTREIS,14350933,N,Y,32.8092977,-96.8046809
MLS Listing,,Condo/Co-op,3401 Lee Pkwy #2005,Dallas,TX,75219,1050000,2,2.5,Mayfair Turtle Creek Condos,2574,85508,1998,95,408,1828,Active,,,http://www.redfin.com/TX/Dallas/3401-Lee-Pkwy-75219/unit-2005/home/32219872,NTREIS,14445804,N,Y,32.8092977,-96.8046809
MLS Listing,,Condo/Co-op,3111 Welborn St #1701,Dallas,TX,75219,1000000,0,,Centrum Condo,5126,131421,1985,676,195,4404,Active,,,http://www.redfin.com/TX/Dallas/3111-Welborn-St-75219/unit-1701/home/31165484,NTREIS,14027249,N,Y,32.808493,-96.8078231
MLS Listing,,Vacant Land,4606 Lafayette St,Dallas,TX,75204,2335000,0,,Alexander Park,,15115,,26,,,Active,,,http://www.redfin.com/TX/Dallas/4606-Lafayette-St-75204/home/30792623,NTREIS,14486136,N,Y,32.8067784,-96.782011
MLS Listing,,Condo/Co-op,3303 Blackburn St #404,Dallas,TX,75204,520000,2,2.5,Grand At Turtle Creek Condo,1964,25178,2001,61,265,779,Active,,,http://www.redfin.com/TX/Dallas/3303-Blackburn-St-75204/unit-404/home/30775575,NTREIS,14467903,N,Y,32.8102995,-96.7977949
MLS Listing,,Condo/Co-op,3303 Blackburn St #207,Dallas,TX,75204,475000,2,2.5,Grand At Turtle Creek Condo,1933,25178,2001,250,246,768,Active,,,http://www.redfin.com/TX/Dallas/3303-Blackburn-St-75204/unit-207/home/30775614,NTREIS,14335349,N,Y,32.8102995,-96.7977949
MLS Listing,,Single Family Residential,1503 Doyle Ave,Dallas,TX,75203,535000,3,3.0,Gilroy Miss Carrie,2265,4574,2020,65,236,,Active,,,http://www.redfin.com/TX/Dallas/1503-Doyle-Ave-75203/home/30849457,NTREIS,14466708,N,Y,32.743252,-96.8013859
MLS Listing,,Condo/Co-op,2606 Shelby Ave #303,Dallas,TX,75219,382500,2,2.5,Shelby Court Oaklawn Condos,2049,35850,2005,78,187,307,Active,,,http://www.redfin.com/TX/Dallas/2606-Shelby-Ave-75219/unit-303/home/30797224,NTREIS,14455616,N,Y,32.8058106,-96.813957
MLS Listing,,Condo/Co-op,3311 Blackburn St #116,Dallas,TX,75204,239000,2,1.0,Colonade At Turtle Creek Condo,876,60113,1982,6,273,281,Active,,,http://www.redfin.com/TX/Dallas/3311-Blackburn-St-75204/unit-116/home/30745081,NTREIS,14492760,N,Y,32.8104065,-96.7979641
MLS Listing,,Condo/Co-op,3311 Blackburn St #225,Dallas,TX,75204,180000,1,1.0,Colonade At Turtle Creek Condo,633,60113,1982,25,284,204,Active,,,http://www.redfin.com/TX/Dallas/3311-Blackburn-St-75204/unit-225/home/30745179,NTREIS,14486671,N,Y,32.8104065,-96.7979641
MLS Listing,,Townhouse,1944 Dowgate Ct,Dallas,TX,75204,499000,3,3.5,Dowgate Court,1982,1307,2020,113,252,150,Active,January-10-2021 12:00 PM,January-10-2021 04:00 PM,http://www.redfin.com/TX/Dallas/1944-Dowgate-CT-75204/home/173212302,NTREIS,14427099,N,Y,32.805879,-96.779899
MLS Listing,,Single Family Residential,2403 Dathe St,Dallas,TX,75215,245000,3,2.5,City Dev Co,1904,4704,2021,10,129,,Active,,,http://www.redfin.com/TX/Dallas/2403-Dathe-St-75215/home/30802743,NTREIS,14492124,N,Y,32.760779,-96.767085
MLS Listing,,Vacant Land,4535 Rusk Ave,Dallas,TX,75204,500000,0,,Laclede Add,,6490,1933,22,,,Active,,,http://www.redfin.com/TX/Dallas/4535-Rusk-Ave-75204/home/30809530,NTREIS,14487667,N,Y,32.8082586,-96.7846838
MLS Listing,,Single Family Residential,4527 Capitol Ave,Dallas,TX,75204,410000,3,1.5,Golf Park,1386,6490,1946,92,296,,Active,,,http://www.redfin.com/TX/Dallas/4527-Capitol-Ave-75204/home/30809476,NTREIS,14447157,N,Y,32.8087506,-96.7855525
MLS Listing,,Vacant Land,4539 Rusk Ave,Dallas,TX,75204,500000,0,,Laclede Add,,6490,1933,22,,,Active,,,http://www.redfin.com/TX/Dallas/4539-Rusk-Ave-75204/home/30809529,NTREIS,14487563,N,Y,32.8083968,-96.7845604
MLS Listing,,Condo/Co-op,3401 Lee Pkwy #106,Dallas,TX,75219,899000,2,2.5,Mayfair Turtle Creek Condos,2567,,1998,219,350,1829,Active,,,http://www.redfin.com/TX/Dallas/3401-Lee-Pkwy-75219/unit-106/home/169253836,NTREIS,14358369,N,Y,32.8100097,-96.8045415
MLS Listing,,Condo/Co-op,3401 Lee Pkwy Unit 3A,Dallas,TX,75219,1999000,4,4.5,Mayfair Turtle Creek Condos,5306,85508,1998,142,377,3511,Active,,,http://www.redfin.com/TX/Dallas/3401-Lee-Pkwy-75219/unit-3A/home/32218221,NTREIS,14417444,N,Y,32.8100097,-96.8045415
MLS Listing,,Single Family Residential,2610 N Carroll Ave,Dallas,TX,75204,400000,2,1.0,Belmont Park Rev,1728,5314,1944,93,231,,Active,,,http://www.redfin.com/TX/Dallas/2610-N-Carroll-Ave-75204/home/30809389,NTREIS,14449714,N,Y,32.80973,-96.788015
MLS Listing,,Multi-Family (5+ Unit),917 N Beckley Ave,Dallas,TX,75203,1850000,0,,Zang S Crystal Hill,2072,6708,1930,338,893,,Active,,,http://www.redfin.com/TX/Dallas/917-N-Beckley-Ave-75203/home/30828675,NTREIS,14276557,N,Y,32.754503,-96.823174
MLS Listing,,Condo/Co-op,3400 Welborn St #213,Dallas,TX,75219,223500,1,1.0,Wyndemere Condo,890,71569,1998,197,251,490,Active,,,http://www.redfin.com/TX/Dallas/3400-Welborn-St-75219/unit-213/home/32198830,NTREIS,14371523,N,Y,32.8099817,-96.8055298
MLS Listing,,Condo/Co-op,3400 Welborn St #413,Dallas,TX,75219,225000,1,1.0,Wyndemere Condo,890,71569,1998,23,253,491,Active,,,http://www.redfin.com/TX/Dallas/3400-Welborn-St-75219/unit-413/home/32198872,NTREIS,14487245,N,Y,32.8099817,-96.8055298
MLS Listing,,Condo/Co-op,3400 Welborn St #427,Dallas,TX,75219,324000,2,2.0,Wyndemere Condo,1348,71569,1998,180,240,743,Active,,,http://www.redfin.com/TX/Dallas/3400-Welborn-St-75219/unit-427/home/32198804,NTREIS,14377050,N,Y,32.8099817,-96.8055298
